site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,1,12,1979,1979,180,1,nests,ground,"</sub>author [1] ""Rudolf Bannasch"" ""R. Odening""       </sub>journal [1] ""Geod&auml;tische und Geophysikalische Ver&ouml;ffentlichungen""  </sub>number [1] ""1""  </sub>pages [1] ""3--20""  </sub>title [1] ""{Zoologische untersuchungen im gebiet der sowjetischen Antarktisstation.""Bellingshause.""}""  </sub>volume [1] ""8""  </sub>year [1] ""1981""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""bannasch1981zoologische"" attr( ""dateobj"") [1] ""1981-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1980,1980,210,2,nests,ground,"</sub>author [1] ""Boles&lstrok;aw Jab&lstrok;oński""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""1--2""  </sub>pages [1] ""17--30""  </sub>title [1] ""{Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*)}""  </sub>volume [1] ""5""  </sub>year [1] ""1984""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""jablonski1984distributionking"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1980,1980,244,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1981,1981,141,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1983,1983,91,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1984,1984,110,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1985,1985,39,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1993,1993,44,1,nests,ground,"</sub>author [1] ""Zhang Zhengwang"" ""Zheng Guangmei""   </sub>journal [1] ""Journal of Beijing Normal University""  </sub>number [1] ""1""  </sub>pages [1] ""1--4""  </sub>title [1] ""{Population size and distribution of penguins at Chinese Great Wall Station in Antarctica}""  </sub>volume [1] ""33""  </sub>year [1] ""1997""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""zhengwang1997population"" attr( ""dateobj"") [1] ""1997-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1994,1994,45,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1995,1995,49,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1996,1996,72,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1997,1997,33,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1998,1998,43,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,1999,1999,34,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2000,2000,26,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2001,2001,22,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2002,2002,35,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2003,2003,29,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2004,2004,13,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2005,2005,9,1,nests,ground,"</sub>address [1] ""Baltimore  United States""  </sub>author [1] ""Antarctic Treaty Consultative Meeting""  </sub>institution [1] ""{Antarctic Treaty System}""  </sub>number [1] ""{Measure 9}""  </sub>title [1] ""{Management plan for Antarctic Specially Protected Area No.\ 150: Ardley Island  Maxwell Bay  King George Island (25 De Mayo)}""  </sub>type [1] ""{Final Report of the Thirty-second Antarctic Treaty Consultative Meeting}""  </sub>year [1] ""2009""  </sub>`bdsk-url-1` [1] ""http://www.ats.aq/documents/recatt/Att427_e.pdf""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""meeting2009management150"" attr( ""dateobj"") [1] ""2009-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2010,2010,9,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2010,2010,15,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2011,2011,11,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2011,2011,19,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2012,2012,13,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2012,2012,19,1,chicks,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Ardley Island,ARDL,48.1,-58.933,-62.213,chinstrap penguin,,,2013,2013,14,1,nests,ground,"</sub>address [1] ""Sejong-si  Republic of Korea""  </sub>author [1] ""Korean Polar Research Institute""  </sub>institution [1] ""Ministry of the Environment""  </sub>number [1] ""BSPG19040-037-3""  </sub>title [1] ""A Study on Monitoring of Antarctic Special Protected Area and Environmental Management of Antarctic Base (6)""  </sub>year [1] ""2020""  attr( ""bibtype"") [1] ""TechReport"" attr( ""key"") [1] ""kpri2020report6"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
